CODIGO_UNICO,ORIGEN_CLASIFICACION,CODIGO_SNIP,NOMBRE_INVERSION,TIPO_INVERSION,NIVEL,SECTOR,ENTIDAD,NOMBRE_OPMI,NOMBRE_UF,NOMBRE_UEI,SEC_EJEC,NOMBRE_UEP,FUNCION,PROGRAMA,SUBPROGRAMA,DES_TIPOLOGIA,ESTADO,SITUACION,FECHA_REGISTRO,FECHA_VIABILIDAD,MARCO,MONTO_VIABLE,COSTO_ACTUALIZADO,CTRL_CONCURR,MONTO_LAUDO,MONTO_FIANZA,SALDO_EJECUTAR,REGISTRADO_PMI,PMI_ANIO_1,PMI_ANIO_2,PMI_ANIO_3,PMI_ANIO_4,PRIMER_DEVENGADO,ULTIMO_DEVENGADO,DEVEN_ACUMUL_ANIO_ANT,DEV_ANIO_ACTUAL,PIA_ANIO_ACTUAL,PIM_ANIO_ACTUAL,CERTIF_ANIO_ACTUAL,COMPROM_ANUAL_ANIO_ACTUAL,EXPEDIENTE_TECNICO,MONTO_ET_F8,TIENE_F8,ETAPA_F8,TIENE_F12B,TIENE_AVAN_FISICO,AVANCE_FISICO,AVANCE_EJECUCION,ULT_FEC_DECLA_ESTIM,FEC_INI_EJECUCION,FEC_FIN_EJECUCION,FEC_INI_EJEC_FISICA,FEC_FIN_EJEC_FISICA,INFORME_CIERRE,TIENE_F9,FEC_REG_F9,ETAPA_F9,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,LATITUD,LONGITUD,ALTERNATIVA,DES_MODALIDAD,IND_IOARR_EMERG,NUM_HABITANTES_BENEF,ANIO_PROCESO,LATITUD_MEF,LONGITUD_MEF,FUENTE_COORDENADA,TIPO_COORDENADA,ESTADO_ENRIQUECIMIENTO,PRESUPUESTO_EJECUTADO,AVANCE_FINANCIERO_CALCULADO,FECHA_REFERENCIA_EJECUCION,ESTADO_ACTUALIZACION_FISICA,ADVERTENCIA_AVANCE_FISICO,ANTIGUEDAD_REPORTE_FISICO_DIAS,MONTO_REFERENCIA,EPS_PRESTACION,TIENE_EPS_PRESTACION
2610198,OFICIAL_SANEAMIENTO,2610198,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN LOS ANEXOS LA REAL, COCHATE Y EL MONTE DEL  DISTRITO DE APLAO - PROVINCIA DE CASTILLA - DEPARTAMENTO DE AREQUIPA",PROYECTO DE INVERSION,GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE CASTILLA,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE CASTILLA,UF DE LA MUNICIPALIDAD PROVINCIAL DE CASTILLA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CASTILLA,300381,MUNICIPALIDAD PROVINCIAL DE CASTILLA - APLAO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SISTEMA DE SANEAMIENTO RURAL,ACTIVO,VIABLE,2023-08-31 00:00:00,2023-10-24 00:00:00,INVIERTE,5307107.01,4497303.21,0.0,0.0,0.0,4396567.21,SI,2597248.0,1881319.0,0.0,0.0,202403,202605,18736.0,81758.07,0.0,82000,81758.07,81758.07,SI,4497303.21,SI,Ejecución física (C),SI,NO,0.0,1.53,2026-05-08 12:52:44,2025-08-01 00:00:00,2027-12-03 00:00:00,2025-08-01 00:00:00,2027-12-03 00:00:00,NO,NO,,,AREQUIPA,CASTILLA,APLAO,040401,-16.10922599403391,-72.48868530181649,Creación del Servicio de agua potable por Bombeo e instalaciónEl Proyecto consiste en dotar del Recurso Hidrico elemental al caserío de la Real a través de un sistema por bombeo con la construcción de un sistema de pozo de almacenamiento  Linea de Impulsión de 41382 m  Línea de Conducción de 130352 m Un 01 Reservorio de almacenamiento de 20 m3 Redes de Distribución de 406642m Once 11 Cámaras Rompe Presión Tipo 7 también contempla la instalación de Válvulas de Purga y Válvulas de ControlLos Componentes que forman parte de este Proyecto se describe a continuaciónCOMPONENTE 01 OBRAS PROVISIONALESAcción1 Colocación del Cartel de Identificación de ObraAcción2 Construcción de Caseta para Guardianía Almacén y Residencia Acción3 Movilización y Desmovilización de Equipo Liviano y HerramientasCOMPONENTE 02 SISTEMA DE AGUA POTABLEAcción 1 Construcción de manera adecuada de 01 sistema de pozo de almacenamiento de agua Acción 2 Instalación de Línea de Impulsión de 41382 m con TUBO HDPE DE 100MM 4 Ø4Acción 3 Instalación de Línea de Conducción de 76034 m con TUBERIA 6 PVCU UF NTP ISO 4422 PN 10 DN 160 MM INCL ANILLO e Instalación de Linea de Conducción de 54318 m con TUBERIA 4 PVCU UF NTP ISO 4422 PN 10 DN 110 MM INCL ANILLO Acción 4 Construcción de 01 reservorio rectangular de 20 m3Acción 5 Instalación de 3523 Km De redes de Distribución con Tubería PVC SAP TUBERIA 4 PVCU UF NTP ISO 4422 PN 10 DN 110 MM INCL ANILLOAcción 6 Instalación de 0543 Km de Redes de Distribución con TUBERIA 6 PVCU UF NTP ISO 4422 PN 10 DN 160 MM INCL ANILLOAcción 7 Construcción de 11 Und De CRPT7Acción 8 Construcción de 05 Und De Válvulas de Purga Acción7 Construcción de 07 Und De Válvulas de Control        COMPONENTE 03 MITIGACIÓN AMBIENTALAcción 1 acciones de prevención como son Procesos Educativos del cuidado del medio ambiente y Capacitación en Administración Operación y Mantenimiento AOMAcción 2 Mitigación de Mitigación como suministro e instalación de 06 baños portátilessuministro e instalación de 06 baños contenedores,ADMINISTRACIÓN INDIRECTA - OBRAS POR IMPUESTOS,NO,1426,2026,-16.10922599403391,-72.48868530181649,MEF_BANCO_INVERSIONES,OFICIAL_ORIGINAL,ORIGINAL_OK,100494.07,2.2345406859947965,2026,ACTUALIZADO,,107,4497303.21,,NO
2683886,OFICIAL_SANEAMIENTO,2683886,"CONSTRUCCION DE RED DE ALCANTARILLADO, BUZON Y CONEXION DOMICILIARIA DE ALCANTARILLADO EN EL(LA) LA AV. CRISTOBAL COLON EN EL CENTRO POBLADO SEMIRURAL PACHACUTEC  DISTRITO DE CERRO COLORADO, PROVINCIA AREQUIPA, DEPARTAMENTO AREQUIPA",INVERSIONES IOARR,GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,OPMI DE LA MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,UF DE LA MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,UEI DE LA MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,300334,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,SISTEMA DE SANEAMIENTO URBANO,ACTIVO,APROBADO,2025-02-25 00:00:00,2025-02-27 00:00:00,INVIERTE,77884.4,139382.29,0.0,0.0,0.0,562.69,SI,125563.0,4500.0,0.0,0.0,202512,202608,13819.6,107037.13,0.0,125000,109437.13,109437.13,SI,22171.12,SI,Ejecución física (C),SI,SI,100.0,96.77,2026-08-12 12:09:43,2025-04-21 00:00:00,2027-12-31 00:00:00,2026-03-26 00:00:00,2026-04-24 00:00:00,NO,NO,,,AREQUIPA,AREQUIPA,CERRO COLORADO,040104,-16.392554630513157,-71.57161983573323,,ADMINISTRACIÓN DIRECTA,NO,,2026,-16.392554630513157,-71.57161983573323,MEF_BANCO_INVERSIONES,OFICIAL_ORIGINAL,ORIGINAL_OK,120856.73000000001,86.70881358026189,2026,ACTUALIZADO,,11,139382.29,,NO
2523619,OFICIAL_SANEAMIENTO,2523619,MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO Y PLANTA DE TRATAMIENTO EN EL CENTRO POBLADO EL TORO DEL  DISTRITO DE COCACHACRA - PROVINCIA DE ISLAY - DEPARTAMENTO DE AREQUIPA,PROYECTO DE INVERSION,GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE ANDAGUA,OPMI DE LA MUNICIPALIDAD DISTRITAL DE COCACHACRA,UF DE LA MUNICIPALIDAD DISTRITAL DE COCACHACRA,UEIMDNA DE LA MUNICIPALIDAD DISTRITAL DE COCACHACRA,300424,MUNICIPALIDAD DISTRITAL DE COCACHACRA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SISTEMA DE SANEAMIENTO RURAL,ACTIVO,VIABLE,2021-07-06 00:00:00,2021-07-12 00:00:00,INVIERTE,2544569.7,3517389.74,0.0,0.0,0.0,3443298.24,NO,,,,,202312,202407,74091.5,0.0,,0,,,SI,2976118.52,SI,Ejecución física (C),SI,NO,,0.0,None,2024-03-18 00:00:00,2025-01-05 00:00:00,2023-12-15 00:00:00,2024-01-02 00:00:00,NO,NO,,,AREQUIPA,ISLAY,COCACHACRA,040702,-16.98527999999995,-71.62666999999993,INFRAESTRUCTURA Mejoramiento de las redes del alcantarillado Suministro e instalación de Tubería PVCUF S25 DN200mm en una longitud de 422657 ml Construcción de 152 buzones de variable altura Conexiones domiciliarias de DN160mm L600m en un total 254 conexiones construcción de una planta de tratamiento de agua residuales para el centro poblado con 01 cámara de rejas 01 Tanque Imhoff 01 Lecho de Secado 01 filtro Biológico Reposición de pavimento Prueba hidráulica plan covid19 estudio de riesgo y Mitigación de impacto ambiental CAPACITACION TALLER DE CAPACITACION,ADMINISTRACIÓN DIRECTA,NO,1270,2026,-16.98527999999995,-71.62666999999993,MEF_BANCO_INVERSIONES,OFICIAL_ORIGINAL,ORIGINAL_OK,74091.5,2.106434187756515,2026,SIN_AVANCE_FISICO,Sin avance físico registrado,,3517389.74,,NO
2505019,OFICIAL_SANEAMIENTO,2505019,"REFORZAMIENTO ESTRUCTURAL DE POZO DE EXTRACCION EN EL(LA) INSTALACIÓN DEL POZO ANILLADO PARA EXTRACCIÓN DE AGUA SUBTERRÁNEA, SISTEMA DE BOMBEO Y LÍNEA DE IMPULSIÓN, CON FINES DE MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE EN LA LOCALIDAD HUANCARQUI, DISTRITO DE HUANCARQUI, PROVINCIA CASTILLA, DEPARTAMENTO AREQUIPA",INVERSIONES IOARR,GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE HUANCARQUI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE HUANCARQUI,UF DE LA MUNICIPALIDAD DISTRITAL DE HUANCARQUI,UEI DE LA MUNICIPALIDAD DISTRITAL DE HUANCARQUI,300387,MUNICIPALIDAD DISTRITAL DE HUANCARQUI,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,SISTEMA DE SANEAMIENTO URBANO,ACTIVO,APROBADO,2020-11-26 00:00:00,2020-11-30 00:00:00,INVIERTE,59935.13,59935.13,0.0,0.0,0.0,2362.23,NO,,,,,202012,202110,57572.9,0.0,,0,,,SI,2628.73,SI,Ejecución física (C),SI,SI,92.39,92.72,2021-09-29 18:57:55,2020-11-01 00:00:00,2022-02-10 00:00:00,2021-01-01 00:00:00,2021-01-31 00:00:00,NO,NO,,,AREQUIPA,CASTILLA,HUANCARQUI,040407,-16.096501378559477,-72.47246926670414,,ADMINISTRACIÓN DIRECTA,NO,,2026,-16.096501378559477,-72.47246926670414,MEF_BANCO_INVERSIONES,OFICIAL_ORIGINAL,ORIGINAL_OK,57572.9,96.05868878569214,2026,DESACTUALIZADO,Reporte físico desactualizado,1789,59935.13,SEDAPAR S.A.,SI
2553133,OFICIAL_SANEAMIENTO,2553133,"REHABILITACION DEL SISTEMA DE SANEAMIENTO BASICO DE LA LOCALIDAD DE HUASICAC DEL DISTRITO MACHAGUAY, PROVINCIA DE CASTILLA, DEPARTAMENTO AREQUIPA",INTERVENCIONES IRI,GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE MACHAGUAY,,,UEI DE LA MUNICIPALIDAD DISTRITAL DE MACHAGUAY,300388,MUNICIPALIDAD DISTRITAL DE MACHAGUAY,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,,ACTIVO,APROBADO,2022-06-03 00:00:00,2022-07-27 00:00:00,INVIERTE,101670.6,101670.6,0.0,0.0,0.0,94498.6,NO,,,,,202312,202312,7172.0,0.0,,0,,,SI,,SI,Ejecución física (C),NO,NO,,,None,2024-12-02 00:00:00,2025-11-30 00:00:00,2024-12-02 00:00:00,2025-11-30 00:00:00,NO,NO,,,AREQUIPA,CASTILLA,MACHAGUAY,040408,-15.649837859233434,-72.50611114550661,,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,2026,-15.649837859233434,-72.50611114550661,MEF_BANCO_INVERSIONES,OFICIAL_ORIGINAL,ORIGINAL_OK,7172.0,7.054153314724217,2026,SIN_AVANCE_FISICO,Sin avance físico registrado,,101670.6,,NO
2070717,HISTORICO_SALUD_Y_SANEAMIENTO,75236,"MEJORAMIENTO  DE LA INFRAESTRUCTURA  EN EL PARQUE TUPAC AMARU  DEL P.J. CIUDAD BLANCA, DISTRITO DE PAUCARPATA - AREQUIPA - AREQUIPA",PIP MAYOR (SNIP),GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE PAUCARPATA,OPMI DE LA MUNICIPALIDAD DISTRITAL DE PAUCARPATA,UF DE LA MUNICIPALIDAD DISTRITAL DE PAUCARPATA,UEI DE LA MUNICIPALIDAD DISTRITAL DE PAUCARPATA,300342,MUNICIPALIDAD DISTRITAL DE PAUCARPATA,SALUD Y SANEAMIENTO,PROTECCION DEL MEDIO AMBIENTE,PARQUES Y JARDINES,,ACTIVO,VIABLE,2008-02-01 00:00:00,2008-04-09 00:00:00,SNIP,91867.0,136023.23,0.0,0.0,0.0,0.0,SI,10000.0,0.0,0.0,0.0,200812,201011,126023.23,0.0,0.0,10000,0.0,0.0,NO,126023.23,SI,Aprobación de consistencia o modificaciones antes de la aprobación del ET o ET (A),SI,NO,,0.0,None,2008-12-01 00:00:00,2010-11-30 00:00:00,2008-12-01 00:00:00,2010-11-30 00:00:00,NO,NO,,,AREQUIPA,AREQUIPA,PAUCARPATA,040112,-16.4210931,-71.474928,COMPRENDE LA  COLOCACIÓN DE JUEGOS RECREATIVOS MEJORAMIENTO DE LAS BANCAS SEMBRADO DE GRASS LA CONST DE 04 MESAS PARA AJEDREZ LA CONST DE UNA PÉRGOLA PINTADO TOTAL DEL PARQUE TUPAC AMARU,,NO,2210,2026,0.0,0.0,OSM_NOMINATIM,APROXIMADA_DISTRITO,COMPLETADO_APROXIMADO,126023.23,92.648314556271,2026,SIN_AVANCE_FISICO,Sin avance físico registrado,,136023.23,,NO
2461557,OFICIAL_SANEAMIENTO,2461557,"AMPLIACION DEL SISTEMA DE DRENAJE PLUVIAL DE LARA (TRAMO CALLE GODOFREDO MANRIQUE - AV. SALAVERRY) EN EL P.J. 4 DE OCTUBRE, FUNDO EDEN DE LARA, Y URB. LARA DEL DISTRITO DE SOCABAYA - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA",PROYECTO DE INVERSION,GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE SOCABAYA,OPMI DE LA MUNICIPALIDAD DISTRITAL DE SOCABAYA,UF DE LA MUNICIPALIDAD DISTRITAL DE SOCABAYA,UEI DE LA MUNICIPALIDAD DISTRITAL DE SOCABAYA,300352,MUNICIPALIDAD DISTRITAL DE SOCABAYA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,SERVICIO DE DRENAJE PLUVIAL,ACTIVO,VIABLE,2019-09-14 00:00:00,2019-09-18 00:00:00,INVIERTE,990350.37,3497351.23,0.0,0.0,0.0,707104.53,SI,0.0,207104.53,500000.0,0.0,202103,202312,2790246.7,0.0,,0,,,SI,2775380.1,SI,Ejecución física (C),SI,SI,41.98,40.64,2022-04-04 10:20:13,2021-04-04 00:00:00,2028-12-29 00:00:00,2021-04-04 00:00:00,2028-12-29 00:00:00,NO,NO,,,AREQUIPA,AREQUIPA,SOCABAYA,040122,-16.4689236,-71.52806,Comprende la construcción de 2 sumideros en concreto armado por 8000 m2 rejilla de riel ferroviario por 18900 ml instalación de tubería PVC D400 MM por 5600 ml construcción de canal de concreto armado FC210 kgcm2 por 140589 m2 instalación de 11 und de tapas de concreto  juntas de dilatacion water stop 6 por 57482 ml,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,2999,2026,-16.4689236,-71.52806,MEF_BANCO_INVERSIONES,OFICIAL_ORIGINAL,ORIGINAL_OK,2790246.7,79.78171240181673,2026,DESACTUALIZADO,Reporte físico desactualizado,1602,3497351.23,,NO
2544404,OFICIAL_SANEAMIENTO,2544404,CREACION DEL SISTEMA DE ALCANTARILLADO EN EL ANEXO EL MIRADOR DEL  DISTRITO DE URACA - PROVINCIA DE CASTILLA - DEPARTAMENTO DE AREQUIPA,PROYECTO DE INVERSION,GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE URACA-AREQUIPA,OPMI DE LA MUNICIPALIDAD DISTRITAL DE URACA-AREQUIPA,UF DE LA MUNICIPALIDAD DISTRITAL DE URACA-AREQUIPA,UEI DE LA MUNICIPALIDAD DISTRITAL DE URACA-AREQUIPA,300393,MUNICIPALIDAD DISTRITAL DE URACA,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,SISTEMA DE SANEAMIENTO RURAL,ACTIVO,VIABLE,2022-03-04 00:00:00,2022-03-16 00:00:00,INVIERTE,669524.86,779000.68,0.0,0.0,0.0,119997.35,NO,,,,,202205,202311,659003.33,0.0,,0,,,SI,754000.68,SI,Ejecución física (C),SI,SI,76.84,78.04,2023-05-03 01:47:56,2022-07-03 00:00:00,2024-04-01 00:00:00,2022-08-07 00:00:00,2022-12-05 00:00:00,NO,NO,,,AREQUIPA,CASTILLA,URACA,040413,-16.2012575,-72.4757474,ALTERNATIVA ÚNICACREACIÓN DEL SISTEMA DE ALCANTARILLADOCONSTRUCCIÓN DE RED DE ALCANTARILLADO MEDIANTE LA INSTALACIÓN DE TUBERÍA PVC PDESAGUE PVC ISO 4435 UF 160MM S25 BUZONES Y CAJA DE REGISTRO EN LA RED PRINCIPALCONSTRUCCIÓN DE 225 CONEXIONES DOMICILIARIAS DE ALCANTARILLADO SANITARIO,ADMINISTRACIÓN DIRECTA,NO,900,2026,,,OSM_NOMINATIM,APROXIMADA_DISTRITO,COMPLETADO_APROXIMADO,659003.33,84.59598905613278,2026,DESACTUALIZADO,Reporte físico desactualizado,1208,779000.68,,NO
2505231,OFICIAL_SANEAMIENTO,2505231,"RENOVACION DE RED SECUNDARIA, CONEXIONES DOMICILIARIAS DE AGUA POTABLE, COLECTOR SECUNDARIO Y CONEXION DOMICILIARIA DE ALCANTARILLADO EN EL(LA) SERVICIO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LA CALLE 22 DE AGOSTO  Y CALLE  ROSASPATA DISTRITO DE MIRAFLORES, PROVINCIA AREQUIPA, DEPARTAMENTO AREQUIPA",INVERSIONES IOARR,GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AREQUIPA,UF DE LA MUNICIPALIDAD PROVINCIAL DE AREQUIPA,MUNICIPALIDAD PROVINCIAL DE AREQUIPA - UEI SEDAPAR,500129,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA S.A.,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,SISTEMA DE SANEAMIENTO URBANO,ACTIVO,APROBADO,2020-11-27 00:00:00,2020-11-30 00:00:00,INVIERTE,283677.76,283677.76,0.0,0.0,0.0,283677.76,NO,,,,,,,0.0,0.0,,0,,,NO,,NO,,NO,NO,,,None,2020-11-01 00:00:00,2020-12-31 00:00:00,,,NO,NO,,,AREQUIPA,AREQUIPA,MIRAFLORES,040110,-16.394452559999934,-71.51858963999996,,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,2026,-16.394452559999934,-71.51858963999996,MEF_BANCO_INVERSIONES,OFICIAL_ORIGINAL,ORIGINAL_OK,0.0,0.0,2026,SIN_AVANCE_FISICO,Sin avance físico registrado,,283677.76,,NO
2086583,HISTORICO_SALUD_Y_SANEAMIENTO,97636,"MEJORAMIENTO DEL PARQUE  DE LA URBANIZACION COOPERATIVA GLORIA Nº 04 DEL CERCADO, PROVINCIA DE AREQUIPA - AREQUIPA",PIP MAYOR (SNIP),GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AREQUIPA,UF DE LA MUNICIPALIDAD PROVINCIAL DE AREQUIPA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE AREQUIPA,300331,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,SALUD Y SANEAMIENTO,PROTECCION DEL MEDIO AMBIENTE,PARQUES Y JARDINES,,ACTIVO,VIABLE,2008-09-15 00:00:00,2008-10-02 00:00:00,SNIP,273458.0,273458.0,0.0,0.0,0.0,10913.49,NO,,,,,200811,200904,262544.51,0.0,,0,,,NO,0.0,SI,Aprobación de consistencia o modificaciones antes de la aprobación del ET o ET (A),NO,NO,,,None,,,,,NO,SI,2019-11-27 10:43:25,Pendiente de liquidación,AREQUIPA,AREQUIPA,AREQUIPA,040101,-16.3988667,-71.5369607,Construcción de veredas interiores  en concreto de 2Construcción de loza de concreto recubierto en piedra laja para ceremonias mejoramiento de bermas exteriores reubicación de postes de alumbrado eléctrico  en el parque Implementación de bancos de madera y juegos infantiles ecológicosHabilitación de Área Verde y trabajos paisajistas con la instalación de cactuariosConstruc de cerco protector para el parqueInst de botaderos de basura dentro y fuera del parque,,NO,700,2026,0.0,0.0,OSM_NOMINATIM,APROXIMADA_DISTRITO,COMPLETADO_APROXIMADO,262544.51,96.00908000497334,2026,SIN_AVANCE_FISICO,Sin avance físico registrado,,273458.0,,NO
2375807,OFICIAL_SANEAMIENTO,2375807,"ADQUISICIÓN DE MEDIDOR DE CAUDAL EN EL(LA) PLANTA DE TRATAMIENTO DEL SISTEMA DE PRODUCCIÓN DE AGUA POTABLE DE  MATARANI DE SEDAPAR S.A., EN LA LOCALIDAD ISLAY (MATARANI), DISTRITO DE ISLAY, PROVINCIA ISLAY, DEPARTAMENTO AREQUIPA",INVERSIONES IOARR,GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE AREQUIPA,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE AREQUIPA,UF DE LA MUNICIPALIDAD PROVINCIAL DE AREQUIPA,MUNICIPALIDAD PROVINCIAL DE AREQUIPA - UEI SEDAPAR,500129,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE AREQUIPA S.A.,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,SISTEMA DE SANEAMIENTO URBANO,ACTIVO,APROBADO,2018-05-10 00:00:00,2018-05-15 00:00:00,INVIERTE,197532.0,405464.16,0.0,0.0,0.0,-228477.03,NO,,,,,202209,202607,258871.19,248626.15,143886.0,375070,0.0,0.0,SI,30571.43,SI,Ejecución física (C),SI,SI,77.43,78.66,2026-07-30 15:10:13,2022-01-01 00:00:00,2024-01-31 00:00:00,2026-02-20 00:00:00,2026-08-06 00:00:00,NO,NO,,,AREQUIPA,ISLAY,ISLAY,040704,-16.998295949999942,-72.09778247999998,,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,,2026,-16.998295949999942,-72.09778247999998,MEF_BANCO_INVERSIONES,OFICIAL_ORIGINAL,ORIGINAL_OK,507497.33999999997,125.16453735393036,2026,ACTUALIZADO,,24,405464.16,SEDAPAR S.A.,SI
2226049,OFICIAL_SANEAMIENTO,223091,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ALCANTARILLADO Y EL SISTEMA DE TRATAMIENTO DE LAS AGUAS RESIDUALES DE LOS ANEXOS MARAN, MAMAS Y QUERULPA CHICO DEL DISTRITO DE APLAO, PROVINCIA DE CASTILLA - AREQUIPA",PIP MAYOR (SNIP),GL,GOBIERNOS LOCALES,MUNICIPALIDAD PROVINCIAL DE CASTILLA,OPMI DE LA MUNICIPALIDAD PROVINCIAL DE CASTILLA,UF DE LA MUNICIPALIDAD PROVINCIAL DE CASTILLA,UEI DE LA MUNICIPALIDAD PROVINCIAL DE CASTILLA,300381,MUNICIPALIDAD PROVINCIAL DE CASTILLA - APLAO,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO RURAL,,ACTIVO,VIABLE,2012-07-23 00:00:00,2012-09-18 00:00:00,SNIP,2245385.0,4478286.77,0.0,0.0,0.0,4063.48,SI,162665.0,0.0,0.0,0.0,201308,202602,4311558.29,7500.0,162665.0,162665,7500.0,7500.0,SI,3936706.64,SI,Ejecución física (C),SI,SI,100.0,100.0,2026-02-26 09:39:56,2018-07-16 00:00:00,2025-05-07 00:00:00,2018-07-16 00:00:00,2025-05-07 00:00:00,NO,NO,,,AREQUIPA,CASTILLA,APLAO,040401,-16.0170279,-72.5307193,Instalación de Redes de Alcantarillado L 29608  ml con TUB PVC UF ISO 4435 DN 200mmInstalación de 210 conexiones domiciliarias de alcantarilladoInstalación de Emisor Aplao L 186010 ml con TUB PVC UF ISO 4435 DN 200mmConstrucción de la PTAR  Qp 206 Lps Sistema de RAFA y Filtro Anaerobio de Flujo Ascendente,ADMINISTRACIÓN INDIRECTA - POR CONTRATA,NO,1468,2026,0.0,0.0,OSM_NOMINATIM,APROXIMADA_DISTRITO,COMPLETADO_APROXIMADO,4319058.29,96.44443314647312,2026,ACTUALIZADO,,178,4478286.77,,NO
2649795,OFICIAL_SANEAMIENTO,2649795,"CONSTRUCCION DE RESERVORIO Y CERCO PERIMETRICO REMODELACION DE CAPTACION DE AGUA  EN EL(LA) SISTEMA DE AGUA POTABLE EN EL CENTRO POBLADO LA YUNTA, DISTRITO DE SAN JUAN DE TARUCANI, PROVINCIA AREQUIPA, DEPARTAMENTO AREQUIPA",INVERSIONES IOARR,GL,GOBIERNOS LOCALES,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,OPMI DE LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,UF DE LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,UEI DE LA MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,300349,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TARUCANI,SANEAMIENTO,SANEAMIENTO,SANEAMIENTO URBANO,SISTEMA DE SANEAMIENTO URBANO,ACTIVO,APROBADO,2024-05-24 00:00:00,2024-05-24 00:00:00,INVIERTE,70606.54,85135.23,0.0,0.0,0.0,2999.53,SI,11073.0,0.0,0.0,0.0,202408,202604,71061.7,1999.8,0.0,11074,11073.33,1999.8,SI,7150.0,SI,Ejecución física (C),SI,SI,88.74,85.82,2026-05-29 10:25:19,2024-06-01 00:00:00,2026-10-31 00:00:00,2025-06-04 00:00:00,2025-07-03 00:00:00,NO,NO,,,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,040119,-16.140336849470643,-70.98233540778773,,"ADMINISTRACIÓN DIRECTA,ADMINISTRACIÓN INDIRECTA - POR CONTRATA",NO,,2026,-16.140336849470643,-70.98233540778773,MEF_BANCO_INVERSIONES,OFICIAL_ORIGINAL,ORIGINAL_OK,73061.5,85.81817421530428,2026,ACTUALIZADO,,86,85135.23,,NO
